teamName,userId,fantasyPosition,primaryPosition,eligiblePositions,displayName,points,week,isStarter,id,name,team
Michael’s Junior Penix ,7.40351E+17,SUPER_FLEX,QB,QB,MrClean6969,16.32,4,TRUE,6904,Jalen Hurts,PHI
jake54,7.01959E+17,FLEX,WR,WR,jake54,16.3,8,TRUE,8146,Garrett Wilson,NYJ
AR-15 to my black Nabers ,9.87945E+17,FLEX,WR,WR,MicahJohnson14,16.3,4,TRUE,11624,Xavier Worthy,KC
Collapsed for Cum,7.27633E+17,WR,WR,WR,YBNosehairs,16.3,9,TRUE,10222,Jayden Reed,GB
MJCjr3,4.74749E+17,RB,RB,RB,MJCjr3,16.3,3,TRUE,9221,Jahmyr Gibbs,DET
MJCjr3,4.74749E+17,WR,WR,WR,MJCjr3,16.3,4,TRUE,8137,George Pickens,PIT
Cracker Barrel,7.37732E+17,BN,RB,RB,kwu36,16.3,1,FALSE,5892,David Montgomery,DET
Cracker Barrel,7.37732E+17,FLEX,RB,RB,kwu36,16.3,12,TRUE,5892,David Montgomery,DET
Calebmd,7.40349E+17,FLEX,WR,WR,Calebmd,16.3,10,TRUE,5927,Terry McLaurin,WAS
Michael’s Junior Penix ,7.40351E+17,WR,WR,WR,MrClean6969,16.3,1,TRUE,8676,Rashid Shaheed,NO
Michael’s Junior Penix ,7.40351E+17,FLEX,WR,WR,MrClean6969,16.3,8,TRUE,4234,Noah Brown,WAS
The People’s Champ,9.95164E+17,WR,WR,WR,paytonmcclowry,16.3,10,TRUE,7049,Jauan Jennings,SF
MJCjr3,4.74749E+17,SUPER_FLEX,QB,QB,MJCjr3,16.24,11,TRUE,11560,Caleb Williams,CHI
Payton is my B*tch,7.40343E+17,WR,WR,WR,TylerWeiner3,16.2,1,TRUE,7526,Jaylen Waddle,MIA
Payton is my B*tch,7.40343E+17,RB,RB,RB,TylerWeiner3,16.2,7,TRUE,7528,Najee Harris,PIT
Payton is my B*tch,7.40343E+17,WR,WR,WR,TylerWeiner3,16.2,9,TRUE,6786,CeeDee Lamb,DAL
Cracker Barrel,7.37732E+17,TE,TE,TE,kwu36,16.2,10,TRUE,4217,George Kittle,SF
Calebmd,7.40349E+17,BN,TE,TE,Calebmd,16.2,13,FALSE,3202,Austin Hooper,NE
Calebmd,7.40349E+17,BN,WR,WR,Calebmd,16.2,13,FALSE,5045,Courtland Sutton,DEN
The People’s Champ,9.95164E+17,RB,RB,RB,paytonmcclowry,16.2,1,TRUE,5987,Alexander Mattison,LV
Let's go Mundting,9.95426E+17,FLEX,RB,RB,jkloth,16.2,2,TRUE,9509,Bijan Robinson,ATL
Let's go Mundting,9.95426E+17,WR,WR,WR,jkloth,16.2,3,TRUE,10226,Andrei Iosivas,CIN
21&22,7.40031E+17,QB,QB,QB,joeklein6,16.18,13,TRUE,9999,Will Levis,TEN
The  Mahomophobes,9.93348E+17,QB,QB,QB,lukehamm03,16.14,1,TRUE,4046,Patrick Mahomes,KC
jake54,7.01959E+17,BN,WR,WR,jake54,16.1,9,FALSE,9756,Jordan Addison,MIN
jake54,7.01959E+17,BN,QB,QB,jake54,16.1,10,FALSE,11563,Bo Nix,DEN
Payton is my B*tch,7.40343E+17,FLEX,WR,WR,TylerWeiner3,16.1,6,TRUE,6786,CeeDee Lamb,DAL
Payton is my B*tch,7.40343E+17,FLEX,RB,RB,TylerWeiner3,16.1,8,TRUE,7528,Najee Harris,PIT
The  Mahomophobes,9.93348E+17,TE,TE,TE,lukehamm03,16.1,9,TRUE,3214,Hunter Henry,NE
Collapsed for Cum,7.27633E+17,RB,RB,RB,YBNosehairs,16.1,5,TRUE,7588,Javonte Williams,DEN
MJCjr3,4.74749E+17,RB,RB,RB,MJCjr3,16.1,2,TRUE,8205,Isiah Pacheco,KC
MJCjr3,4.74749E+17,FLEX,WR,WR,MJCjr3,16.1,14,TRUE,5096,Ray-Ray McCloud,ATL
The People’s Champ,9.95164E+17,WR,WR,WR,paytonmcclowry,16.1,8,TRUE,4039,Cooper Kupp,LAR
Let's go Mundting,9.95426E+17,FLEX,RB,RB,jkloth,16.1,1,TRUE,9509,Bijan Robinson,ATL
The People’s Champ,9.95164E+17,BN,QB,QB,paytonmcclowry,16.06,11,FALSE,96,Aaron Rodgers,NYJ
Payton is my B*tch,7.40343E+17,BN,QB,QB,TylerWeiner3,16.02,14,FALSE,1234,Russell Wilson,PIT
AR-15 to my black Nabers ,9.87945E+17,TE,TE,TE,MicahJohnson14,16,12,TRUE,10871,Luke Schoonmaker,DAL
Payton is my B*tch,7.40343E+17,FLEX,TE,TE,TylerWeiner3,16,7,TRUE,1339,Zach Ertz,WAS
MJCjr3,4.74749E+17,WR,WR,WR,MJCjr3,16,4,TRUE,8148,Jameson Williams,DET
21&22,7.40031E+17,WR,WR,WR,joeklein6,16,5,TRUE,8126,Wan'Dale Robinson,NYG
The People’s Champ,9.95164E+17,TE,TE,TE,paytonmcclowry,16,5,TRUE,8110,Jake Ferguson,DAL
Let's go Mundting,9.95426E+17,FLEX,RB,RB,jkloth,16,8,TRUE,2749,Raheem Mostert,MIA
AR-15 to my black Nabers ,9.87945E+17,QB,QB,QB,MicahJohnson14,15.98,14,TRUE,5854,Drew Lock,NYG
MJCjr3,4.74749E+17,SUPER_FLEX,QB,QB,MJCjr3,15.94,5,TRUE,7591,Justin Fields,PIT
jake54,7.01959E+17,BN,WR,WR,jake54,15.9,5,FALSE,9500,Josh Downs,IND
jake54,7.01959E+17,WR,WR,WR,jake54,15.9,10,TRUE,5859,A.J. Brown,PHI
AR-15 to my black Nabers ,9.87945E+17,WR,WR,WR,MicahJohnson14,15.9,1,TRUE,6794,Justin Jefferson,MIN
Payton is my B*tch,7.40343E+17,RB,RB,RB,TylerWeiner3,15.9,10,TRUE,4035,Alvin Kamara,NO
Payton is my B*tch,7.40343E+17,RB,RB,RB,TylerWeiner3,15.9,13,TRUE,4035,Alvin Kamara,NO
The  Mahomophobes,9.93348E+17,WR,WR,WR,lukehamm03,15.9,5,TRUE,11623,Jordan Whittington,LAR
Calebmd,7.40349E+17,FLEX,WR,WR,Calebmd,15.9,3,TRUE,4950,Christian Kirk,JAX
Calebmd,7.40349E+17,FLEX,WR,WR,Calebmd,15.9,9,TRUE,5927,Terry McLaurin,WAS
jake54,7.01959E+17,BN,QB,QB,jake54,15.88,11,FALSE,4881,Lamar Jackson,BAL
AR-15 to my black Nabers ,9.87945E+17,SUPER_FLEX,QB,QB,MicahJohnson14,15.82,13,TRUE,5854,Drew Lock,NYG
AR-15 to my black Nabers ,9.87945E+17,WR,WR,WR,MicahJohnson14,15.8,6,TRUE,8167,Christian Watson,GB
The  Mahomophobes,9.93348E+17,WR,WR,WR,lukehamm03,15.8,5,TRUE,7569,Nico Collins,HOU
The  Mahomophobes,9.93348E+17,FLEX,WR,WR,lukehamm03,15.8,5,TRUE,7571,Rashod Bateman,BAL
MJCjr3,4.74749E+17,RB,RB,RB,MJCjr3,15.8,1,TRUE,8205,Isiah Pacheco,KC
Calebmd,7.40349E+17,FLEX,WR,WR,Calebmd,15.8,7,TRUE,5927,Terry McLaurin,WAS
Calebmd,7.40349E+17,WR,WR,WR,Calebmd,15.8,14,TRUE,9754,Quentin Johnston,LAC
Cracker Barrel,7.37732E+17,QB,QB,QB,kwu36,15.78,3,TRUE,5849,Kyler Murray,ARI
Payton is my B*tch,7.40343E+17,RB,RB,RB,TylerWeiner3,15.7,3,TRUE,4035,Alvin Kamara,NO
Cracker Barrel,7.37732E+17,BN,WR,WR,kwu36,15.7,13,FALSE,5947,Jakobi Meyers,LV
Calebmd,7.40349E+17,TE,TE,TE,Calebmd,15.7,5,TRUE,6865,Colby Parkinson,LAR
Michael’s Junior Penix ,7.40351E+17,WR,WR,WR,MrClean6969,15.7,4,TRUE,8676,Rashid Shaheed,NO
Michael’s Junior Penix ,7.40351E+17,RB,RB,RB,MrClean6969,15.7,14,TRUE,11571,Isaiah Davis,NYJ
The People’s Champ,9.95164E+17,RB,RB,RB,paytonmcclowry,15.7,8,TRUE,8136,Rachaad White,TB
Payton is my B*tch,7.40343E+17,QB,QB,QB,TylerWeiner3,15.68,1,TRUE,421,Matthew Stafford,LAR
Payton is my B*tch,7.40343E+17,SUPER_FLEX,QB,QB,TylerWeiner3,15.62,1,TRUE,4943,Sam Darnold,MIN
Payton is my B*tch,7.40343E+17,BN,QB,QB,TylerWeiner3,15.62,8,FALSE,3294,Dak Prescott,DAL
Payton is my B*tch,7.40343E+17,BN,QB,QB,TylerWeiner3,15.62,13,FALSE,421,Matthew Stafford,LAR
The People’s Champ,9.95164E+17,SUPER_FLEX,QB,QB,paytonmcclowry,15.62,4,TRUE,8183,Brock Purdy,SF
MJCjr3,4.74749E+17,TE,TE,TE,MJCjr3,15.6,8,TRUE,4066,Evan Engram,JAX
21&22,7.40031E+17,SUPER_FLEX,QB,QB,joeklein6,15.6,3,TRUE,9999,Will Levis,TEN
21&22,7.40031E+17,TE,TE,TE,joeklein6,15.6,9,TRUE,11597,Theo Johnson,NYG
Let's go Mundting,9.95426E+17,WR,WR,WR,jkloth,15.6,12,TRUE,6819,Michael Pittman,IND
Calebmd,7.40349E+17,QB,QB,QB,Calebmd,15.56,8,TRUE,9228,Bryce Young,CAR
The People’s Champ,9.95164E+17,BN,QB,QB,paytonmcclowry,15.56,3,FALSE,3163,Jared Goff,DET
AR-15 to my black Nabers ,9.87945E+17,WR,WR,WR,MicahJohnson14,15.5,6,TRUE,11748,Bub Means,NO
The  Mahomophobes,9.93348E+17,WR,WR,WR,lukehamm03,15.5,14,TRUE,2309,Amari Cooper,BUF
Cracker Barrel,7.37732E+17,FLEX,RB,RB,kwu36,15.5,4,TRUE,8143,Jerome Ford,CLE
21&22,7.40031E+17,WR,WR,WR,joeklein6,15.5,4,TRUE,11628,Marvin Harrison,ARI
Calebmd,7.40349E+17,RB,RB,RB,Calebmd,15.5,2,TRUE,6813,Jonathan Taylor,IND
Calebmd,7.40349E+17,RB,RB,RB,Calebmd,15.5,10,TRUE,8138,James Cook,BUF
The People’s Champ,9.95164E+17,RB,RB,RB,paytonmcclowry,15.5,5,TRUE,8150,Kyren Williams,LAR
The People’s Champ,9.95164E+17,BN,QB,QB,paytonmcclowry,15.5,8,FALSE,3163,Jared Goff,DET
The  Mahomophobes,9.93348E+17,QB,QB,QB,lukehamm03,15.44,2,TRUE,4017,Deshaun Watson,CLE
jake54,7.01959E+17,RB,RB,RB,jake54,15.4,10,TRUE,11655,Tyrone Tracy,NYG
jake54,7.01959E+17,RB,RB,RB,jake54,15.4,12,TRUE,8228,Jaylen Warren,PIT
Collapsed for Cum,7.27633E+17,RB,RB,RB,YBNosehairs,15.4,13,TRUE,10219,Chris Rodriguez,WAS
MJCjr3,4.74749E+17,FLEX,WR,WR,MJCjr3,15.4,8,TRUE,3634,Kalif Raymond,DET
Cracker Barrel,7.37732E+17,BN,RB,RB,kwu36,15.4,13,FALSE,5892,David Montgomery,DET
21&22,7.40031E+17,WR,WR,WR,joeklein6,15.4,9,TRUE,11620,Rome Odunze,CHI
Calebmd,7.40349E+17,BN,WR,WR,Calebmd,15.4,4,FALSE,5846,DK Metcalf,SEA
Michael’s Junior Penix ,7.40351E+17,WR,WR,WR,MrClean6969,15.4,1,TRUE,7525,DeVonta Smith,PHI
Michael’s Junior Penix ,7.40351E+17,WR,WR,WR,MrClean6969,15.4,6,TRUE,7525,DeVonta Smith,PHI
The People’s Champ,9.95164E+17,TE,TE,TE,paytonmcclowry,15.4,4,TRUE,8110,Jake Ferguson,DAL
The People’s Champ,9.95164E+17,FLEX,RB,RB,paytonmcclowry,15.4,8,TRUE,11584,Bucky Irving,TB
Let's go Mundting,9.95426E+17,FLEX,WR,WR,jkloth,15.4,4,TRUE,10213,Tre Tucker,LV
jake54,7.01959E+17,BN,TE,TE,jake54,15.3,6,FALSE,5857,Noah Fant,SEA
AR-15 to my black Nabers ,9.87945E+17,WR,WR,WR,MicahJohnson14,15.3,13,TRUE,11632,Malik Nabers,NYG
The  Mahomophobes,9.93348E+17,RB,RB,RB,lukehamm03,15.3,6,TRUE,7594,Chuba Hubbard,CAR
The  Mahomophobes,9.93348E+17,TE,TE,TE,lukehamm03,15.3,11,TRUE,3214,Hunter Henry,NE
The  Mahomophobes,9.93348E+17,FLEX,TE,TE,lukehamm03,15.3,14,TRUE,7600,Pat Freiermuth,PIT
Calebmd,7.40349E+17,WR,WR,WR,Calebmd,15.3,6,TRUE,5045,Courtland Sutton,DEN
The People’s Champ,9.95164E+17,BN,RB,RB,paytonmcclowry,15.3,7,FALSE,5987,Alexander Mattison,LV
The People’s Champ,9.95164E+17,BN,WR,WR,paytonmcclowry,15.3,9,FALSE,2374,Tyler Lockett,SEA
AR-15 to my black Nabers ,9.87945E+17,WR,WR,WR,MicahJohnson14,15.2,5,TRUE,6794,Justin Jefferson,MIN
Payton is my B*tch,7.40343E+17,FLEX,TE,TE,TylerWeiner3,15.2,12,TRUE,1466,Travis Kelce,KC
MJCjr3,4.74749E+17,WR,WR,WR,MJCjr3,15.2,3,TRUE,4983,DJ Moore,CHI
Cracker Barrel,7.37732E+17,SUPER_FLEX,RB,RB,kwu36,15.2,2,TRUE,5967,Tony Pollard,TEN
The People’s Champ,9.95164E+17,RB,RB,RB,paytonmcclowry,15.2,2,TRUE,8150,Kyren Williams,LAR
Let's go Mundting,9.95426E+17,FLEX,WR,WR,jkloth,15.2,12,TRUE,10213,Tre Tucker,LV
The People’s Champ,9.95164E+17,QB,QB,QB,paytonmcclowry,15.14,2,TRUE,96,Aaron Rodgers,NYJ
jake54,7.01959E+17,WR,WR,WR,jake54,15.1,11,TRUE,9756,Jordan Addison,MIN
jake54,7.01959E+17,RB,RB,RB,jake54,15.1,14,TRUE,7021,Rico Dowdle,DAL
The  Mahomophobes,9.93348E+17,FLEX,TE,TE,lukehamm03,15.1,7,TRUE,11600,Ja'Tavion Sanders,CAR
Collapsed for Cum,7.27633E+17,TE,TE,TE,YBNosehairs,15.1,8,TRUE,10236,Dalton Kincaid,BUF
Michael’s Junior Penix ,7.40351E+17,SUPER_FLEX,QB,QB,MrClean6969,15.06,12,TRUE,6904,Jalen Hurts,PHI
The People’s Champ,9.95164E+17,QB,QB,QB,paytonmcclowry,15.06,5,TRUE,8183,Brock Purdy,SF
The People’s Champ,9.95164E+17,BN,QB,QB,paytonmcclowry,15.04,7,FALSE,96,Aaron Rodgers,NYJ
Cracker Barrel,7.37732E+17,SUPER_FLEX,QB,QB,kwu36,15.02,7,TRUE,7523,Trevor Lawrence,JAX
jake54,7.01959E+17,TE,TE,TE,jake54,15,3,TRUE,5857,Noah Fant,SEA
The  Mahomophobes,9.93348E+17,RB,RB,RB,lukehamm03,15,12,TRUE,7594,Chuba Hubbard,CAR
Collapsed for Cum,7.27633E+17,FLEX,WR,WR,YBNosehairs,15,8,TRUE,11631,Brian Thomas,JAX
Cracker Barrel,7.37732E+17,SUPER_FLEX,RB,RB,kwu36,15,4,TRUE,5892,David Montgomery,DET
Calebmd,7.40349E+17,BN,WR,WR,Calebmd,15,4,FALSE,5045,Courtland Sutton,DEN
Michael’s Junior Penix ,7.40351E+17,WR,WR,WR,MrClean6969,15,11,TRUE,8134,Khalil Shakir,BUF
The People’s Champ,9.95164E+17,FLEX,WR,WR,paytonmcclowry,15,10,TRUE,4039,Cooper Kupp,LAR
The People’s Champ,9.95164E+17,SUPER_FLEX,QB,QB,paytonmcclowry,15,13,TRUE,96,Aaron Rodgers,NYJ
Payton is my B*tch,7.40343E+17,BN,QB,QB,TylerWeiner3,14.96,3,FALSE,6011,Gardner Minshew,LV
Cracker Barrel,7.37732E+17,BN,QB,QB,kwu36,14.96,8,FALSE,6011,Gardner Minshew,LV
The People’s Champ,9.95164E+17,SUPER_FLEX,QB,QB,paytonmcclowry,14.96,2,TRUE,8183,Brock Purdy,SF
The  Mahomophobes,9.93348E+17,SUPER_FLEX,QB,QB,lukehamm03,14.94,2,TRUE,4046,Patrick Mahomes,KC
Let's go Mundting,9.95426E+17,BN,QB,QB,jkloth,14.94,7,FALSE,6770,Joe Burrow,CIN
Payton is my B*tch,7.40343E+17,BN,QB,QB,TylerWeiner3,14.92,2,FALSE,3294,Dak Prescott,DAL
Cracker Barrel,7.37732E+17,RB,RB,RB,kwu36,14.92,8,TRUE,5892,David Montgomery,DET
AR-15 to my black Nabers ,9.87945E+17,WR,WR,WR,MicahJohnson14,14.9,9,TRUE,11632,Malik Nabers,NYG
AR-15 to my black Nabers ,9.87945E+17,WR,WR,WR,MicahJohnson14,14.9,14,TRUE,11632,Malik Nabers,NYG
Payton is my B*tch,7.40343E+17,TE,TE,TE,TylerWeiner3,14.9,14,TRUE,4144,Jonnu Smith,MIA
Collapsed for Cum,7.27633E+17,FLEX,WR,WR,YBNosehairs,14.9,1,TRUE,11635,Ladd McConkey,LAC
Cracker Barrel,7.37732E+17,FLEX,RB,RB,kwu36,14.9,8,TRUE,4137,James Conner,ARI
Cracker Barrel,7.37732E+17,FLEX,RB,RB,kwu36,14.9,9,TRUE,4137,James Conner,ARI
Michael’s Junior Penix ,7.40351E+17,WR,WR,WR,MrClean6969,14.9,3,TRUE,7525,DeVonta Smith,PHI
Cracker Barrel,7.37732E+17,BN,QB,QB,kwu36,14.82,14,FALSE,4574,Cooper Rush,DAL
jake54,7.01959E+17,TE,TE,TE,jake54,14.8,1,TRUE,11604,Brock Bowers,LV
Payton is my B*tch,7.40343E+17,FLEX,RB,RB,TylerWeiner3,14.8,2,TRUE,7543,Travis Etienne,JAX
Collapsed for Cum,7.27633E+17,WR,WR,WR,YBNosehairs,14.8,6,TRUE,10222,Jayden Reed,GB
Calebmd,7.40349E+17,FLEX,WR,WR,Calebmd,14.8,11,TRUE,5045,Courtland Sutton,DEN
The People’s Champ,9.95164E+17,BN,WR,WR,paytonmcclowry,14.8,3,FALSE,9501,DeMario Douglas,NE
The  Mahomophobes,9.93348E+17,QB,QB,QB,lukehamm03,14.76,7,TRUE,6797,Justin Herbert,LAC
Cracker Barrel,7.37732E+17,QB,QB,QB,kwu36,14.76,4,TRUE,7523,Trevor Lawrence,JAX
The People’s Champ,9.95164E+17,SUPER_FLEX,QB,QB,paytonmcclowry,14.76,5,TRUE,96,Aaron Rodgers,NYJ
Calebmd,7.40349E+17,BN,QB,QB,Calebmd,14.72,12,FALSE,6804,Jordan Love,GB
jake54,7.01959E+17,BN,WR,WR,jake54,14.7,6,FALSE,6801,Tee Higgins,CIN
Payton is my B*tch,7.40343E+17,BN,TE,TE,TylerWeiner3,14.7,8,FALSE,5133,Tyler Conklin,NYJ
The  Mahomophobes,9.93348E+17,FLEX,TE,TE,lukehamm03,14.7,9,TRUE,11600,Ja'Tavion Sanders,CAR
Collapsed for Cum,7.27633E+17,FLEX,WR,WR,YBNosehairs,14.7,1,TRUE,11631,Brian Thomas,JAX
Cracker Barrel,7.37732E+17,BN,RB,RB,kwu36,14.7,6,FALSE,8129,Dameon Pierce,HOU
Cracker Barrel,7.37732E+17,BN,RB,RB,kwu36,14.7,8,FALSE,5967,Tony Pollard,TEN
The People’s Champ,9.95164E+17,FLEX,RB,RB,paytonmcclowry,14.7,8,TRUE,3198,Derrick Henry,BAL
Let's go Mundting,9.95426E+17,WR,WR,WR,jkloth,14.7,2,TRUE,10226,Andrei Iosivas,CIN
Let's go Mundting,9.95426E+17,FLEX,WR,WR,jkloth,14.7,5,TRUE,6819,Michael Pittman,IND
Collapsed for Cum,7.27633E+17,SUPER_FLEX,QB,QB,YBNosehairs,14.66,6,TRUE,19,Joe Flacco,IND
Cracker Barrel,7.37732E+17,BN,QB,QB,kwu36,14.66,8,FALSE,6768,Tua Tagovailoa,MIA
jake54,7.01959E+17,BN,QB,QB,jake54,14.64,5,FALSE,4984,Josh Allen,BUF
jake54,7.01959E+17,RB,RB,RB,jake54,14.6,5,TRUE,8151,Kenneth Walker,SEA
AR-15 to my black Nabers ,9.87945E+17,TE,TE,TE,MicahJohnson14,14.6,11,TRUE,10871,Luke Schoonmaker,DAL
The  Mahomophobes,9.93348E+17,TE,TE,TE,lukehamm03,14.6,6,TRUE,3214,Hunter Henry,NE
Collapsed for Cum,7.27633E+17,RB,RB,RB,YBNosehairs,14.6,2,TRUE,8154,Brian Robinson,WAS
Collapsed for Cum,7.27633E+17,TE,TE,TE,YBNosehairs,14.6,3,TRUE,10236,Dalton Kincaid,BUF
MJCjr3,4.74749E+17,WR,WR,WR,MJCjr3,14.6,3,TRUE,7090,Darnell Mooney,ATL
MJCjr3,4.74749E+17,RB,RB,RB,MJCjr3,14.6,9,TRUE,9221,Jahmyr Gibbs,DET
MJCjr3,4.74749E+17,FLEX,WR,WR,MJCjr3,14.6,10,TRUE,7090,Darnell Mooney,ATL
MJCjr3,4.74749E+17,TE,TE,TE,MJCjr3,14.6,13,TRUE,4066,Evan Engram,JAX
Calebmd,7.40349E+17,FLEX,RB,RB,Calebmd,14.6,11,TRUE,4034,Christian McCaffrey,SF
Let's go Mundting,9.95426E+17,TE,TE,TE,jkloth,14.6,14,TRUE,9484,Tucker Kraft,GB
MJCjr3,4.74749E+17,SUPER_FLEX,QB,QB,MJCjr3,14.56,13,TRUE,2028,Derek Carr,NO
Calebmd,7.40349E+17,QB,QB,QB,Calebmd,14.54,14,TRUE,6804,Jordan Love,GB
jake54,7.01959E+17,RB,RB,RB,jake54,14.5,13,TRUE,11655,Tyrone Tracy,NYG
Payton is my B*tch,7.40343E+17,FLEX,TE,TE,TylerWeiner3,14.5,5,TRUE,5133,Tyler Conklin,NYJ
Payton is my B*tch,7.40343E+17,BN,WR,WR,TylerWeiner3,14.5,12,FALSE,6783,Jerry Jeudy,CLE
MJCjr3,4.74749E+17,RB,RB,RB,MJCjr3,14.5,5,TRUE,10235,Roschon Johnson,CHI
Cracker Barrel,7.37732E+17,BN,WR,WR,kwu36,14.5,1,FALSE,2197,Brandin Cooks,DAL
Michael’s Junior Penix ,7.40351E+17,TE,TE,TE,MrClean6969,14.5,12,TRUE,8210,Chig Okonkwo,TEN
The People’s Champ,9.95164E+17,FLEX,RB,RB,paytonmcclowry,14.5,2,TRUE,6130,Devin Singletary,NYG
The People’s Champ,9.95164E+17,WR,WR,WR,paytonmcclowry,14.5,12,TRUE,1426,DeAndre Hopkins,KC
Collapsed for Cum,7.27633E+17,QB,QB,QB,YBNosehairs,14.48,12,TRUE,11564,Drake Maye,NE
Let's go Mundting,9.95426E+17,BN,QB,QB,jkloth,14.48,6,FALSE,1373,Geno Smith,SEA
The  Mahomophobes,9.93348E+17,BN,QB,QB,lukehamm03,14.46,12,FALSE,2306,Jameis Winston,CLE
The  Mahomophobes,9.93348E+17,QB,QB,QB,lukehamm03,14.44,5,TRUE,4046,Patrick Mahomes,KC
Michael’s Junior Penix ,7.40351E+17,SUPER_FLEX,QB,QB,MrClean6969,14.44,11,TRUE,11566,Jayden Daniels,WAS
AR-15 to my black Nabers ,9.87945E+17,QB,QB,QB,MicahJohnson14,14.42,6,TRUE,11562,Spencer Rattler,NO
AR-15 to my black Nabers ,9.87945E+17,TE,TE,TE,MicahJohnson14,14.4,5,TRUE,9480,Brenton Strange,JAX
Collapsed for Cum,7.27633E+17,WR,WR,WR,YBNosehairs,14.4,2,TRUE,8180,Jalen Nailor,MIN
MJCjr3,4.74749E+17,WR,WR,WR,MJCjr3,14.4,2,TRUE,8148,Jameson Williams,DET
Cracker Barrel,7.37732E+17,FLEX,WR,WR,kwu36,14.4,3,TRUE,10232,Michael Wilson,ARI
Cracker Barrel,7.37732E+17,BN,RB,RB,kwu36,14.4,14,FALSE,5967,Tony Pollard,TEN
The People’s Champ,9.95164E+17,FLEX,RB,RB,paytonmcclowry,14.4,1,TRUE,8150,Kyren Williams,LAR
The People’s Champ,9.95164E+17,FLEX,QB,"QB,TE",paytonmcclowry,14.4,4,TRUE,4381,Taysom Hill,NO
The People’s Champ,9.95164E+17,FLEX,RB,RB,paytonmcclowry,14.4,14,TRUE,4866,Saquon Barkley,PHI
Let's go Mundting,9.95426E+17,FLEX,RB,RB,jkloth,14.4,6,TRUE,9224,Chase Brown,CIN
The  Mahomophobes,9.93348E+17,SUPER_FLEX,QB,QB,lukehamm03,14.38,13,TRUE,9758,C.J. Stroud,HOU
jake54,7.01959E+17,WR,WR,WR,jake54,14.3,3,TRUE,8146,Garrett Wilson,NYJ
Payton is my B*tch,7.40343E+17,TE,TE,TE,TylerWeiner3,14.3,2,TRUE,4144,Jonnu Smith,MIA
Payton is my B*tch,7.40343E+17,WR,WR,WR,TylerWeiner3,14.3,9,TRUE,6783,Jerry Jeudy,CLE
The  Mahomophobes,9.93348E+17,WR,WR,WR,lukehamm03,14.3,9,TRUE,7670,Joshua Palmer,LAC
Collapsed for Cum,7.27633E+17,WR,WR,WR,YBNosehairs,14.3,12,TRUE,11635,Ladd McConkey,LAC
Cracker Barrel,7.37732E+17,FLEX,TE,TE,kwu36,14.3,5,TRUE,8130,Trey McBride,ARI
Calebmd,7.40349E+17,QB,QB,QB,Calebmd,14.3,2,TRUE,9758,C.J. Stroud,HOU
Calebmd,7.40349E+17,FLEX,WR,WR,Calebmd,14.3,12,TRUE,4981,Calvin Ridley,TEN
jake54,7.01959E+17,BN,QB,QB,jake54,14.2,10,FALSE,5870,Daniel Jones,MIN
Payton is my B*tch,7.40343E+17,WR,WR,WR,TylerWeiner3,14.2,5,TRUE,2449,Stefon Diggs,HOU
Collapsed for Cum,7.27633E+17,WR,WR,WR,YBNosehairs,14.2,10,TRUE,9500,Josh Downs,IND
Cracker Barrel,7.37732E+17,TE,TE,TE,kwu36,14.2,9,TRUE,8130,Trey McBride,ARI
Cracker Barrel,7.37732E+17,FLEX,RB,RB,kwu36,14.2,11,TRUE,8154,Brian Robinson,WAS
21&22,7.40031E+17,FLEX,WR,WR,joeklein6,14.2,2,TRUE,8117,Jalen Tolbert,DAL
Calebmd,7.40349E+17,RB,RB,RB,Calebmd,14.2,9,TRUE,6790,D'Andre Swift,CHI
Calebmd,7.40349E+17,FLEX,RB,RB,Calebmd,14.2,10,TRUE,6813,Jonathan Taylor,IND
Calebmd,7.40349E+17,RB,RB,RB,Calebmd,14.2,12,TRUE,5995,Justice Hill,BAL
The People’s Champ,9.95164E+17,FLEX,TE,TE,paytonmcclowry,14.2,4,TRUE,8111,Cade Otton,TB
Cracker Barrel,7.37732E+17,BN,QB,QB,kwu36,14.18,1,FALSE,5849,Kyler Murray,ARI
jake54,7.01959E+17,BN,QB,QB,jake54,14.16,13,FALSE,11563,Bo Nix,DEN
AR-15 to my black Nabers ,9.87945E+17,FLEX,WR,WR,MicahJohnson14,14.1,8,TRUE,11632,Malik Nabers,NYG
AR-15 to my black Nabers ,9.87945E+17,FLEX,WR,WR,MicahJohnson14,14.1,11,TRUE,6794,Justin Jefferson,MIN
The  Mahomophobes,9.93348E+17,RB,RB,RB,lukehamm03,14.1,1,TRUE,6845,Zack Moss,CIN
Collapsed for Cum,7.27633E+17,TE,TE,TE,YBNosehairs,14.1,6,TRUE,10236,Dalton Kincaid,BUF
Cracker Barrel,7.37732E+17,BN,WR,WR,kwu36,14.1,8,FALSE,10232,Michael Wilson,ARI
Calebmd,7.40349E+17,SUPER_FLEX,QB,QB,Calebmd,14.1,14,TRUE,4046,Patrick Mahomes,KC
The People’s Champ,9.95164E+17,FLEX,RB,RB,paytonmcclowry,14.1,10,TRUE,3198,Derrick Henry,BAL
The People’s Champ,9.95164E+17,FLEX,RB,RB,paytonmcclowry,14.1,13,TRUE,3198,Derrick Henry,BAL
jake54,7.01959E+17,BN,QB,QB,jake54,14.06,7,FALSE,11563,Bo Nix,DEN
The  Mahomophobes,9.93348E+17,SUPER_FLEX,QB,QB,lukehamm03,14.06,7,TRUE,4046,Patrick Mahomes,KC
